headword,ipa,cefr,pos,source,pattern,group,gloss_en,gloss_ja,gloss_zh,gloss_ko
somebody,/ˈsʌmˌbɑdi/,A2,代名詞,cefr,,,,,,
someday,/ˈsʌmˌdeɪ/,A2,副詞,cefr,,,,,,
somewhere,/ˈsʌmˌwɛr/,A2,副詞,cefr,,,,,,
sound,/saʊnd/,A2,名詞 / 動詞,both,ou → /aʊ/,team,,,,
source,/sɔrs/,A2,名詞,both,our → /ɔr/,r,,,,
south,/saʊθ/,A2,形容詞 / 副詞 / 名詞,both,ou → /aʊ/,team,,,,
space,/speɪs/,A2,名詞,both,a → /eɪ/,long,,,,
spaceship,/ˈspeɪsˌʃɪp/,A2,名詞,cefr,,,,,,
spaghetti,/spəˈɡɛti/,A2,名詞,cefr,,,,,,
speaker,/ˈspikɚ/,A2,名詞,cefr,,,,,,
specific,/spəˈsɪfɪk/,A2,形容詞,cefr,,,,,,
speed,/spid/,A2,名詞,both,ee → /i/,team,,,,
spill,/spɪl/,A2,動詞,both,i → /ɪ/,short,,,,
splash,/splæʃ/,A2,動詞,both,a → /æ/,short,,,,
split,/splɪt/,A2,形容詞,both,i → /ɪ/,short,,,,
spoon,/spun/,A2,名詞,both,oo → /u/,team,,,,
spread,/sprɛd/,A2,名詞,both,ea → /ɛ/,team,,,,
square,/skwɛr/,A2,形容詞 / 名詞,both,are → /ɛr/,r,,,,
stadium,/ˈsteɪdiəm/,A2,名詞,cefr,,,,,,
staff,/stæf/,A2,名詞,both,a → /æ/,short,,,,
stair,/stɛr/,A2,名詞,both,air → /ɛr/,r,,,,
stamp,/stæmp/,A2,名詞,both,a → /æ/,short,,,,
state,/steɪt/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
statement,/ˈsteɪtmənt/,A2,名詞,cefr,,,,,,
statue,/ˈstæˌtʃu/,A2,名詞,cefr,,,,,,
steak,/steɪk/,A2,名詞,both,ea → /eɪ/,team,,,,
steal,/stil/,A2,動詞,both,ea → /i/,team,,,,
stomach,/ˈstʌmək/,A2,名詞,cefr,,,,,,
storm,/stɔrm/,A2,名詞,both,or → /ɔr/,r,,,,
stove,/stoʊv/,A2,名詞,both,o_e → /oʊ/ (マジックe),long,,,,
stranger,/ˈstreɪndʒɚ/,A2,名詞,cefr,,,,,,
strategy,/ˈstrætədʒi/,A2,名詞,cefr,,,,,,
strength,/strɛŋkθ/,A2,名詞,cefr,,,,,,
strike,/straɪk/,A2,名詞,both,i_e → /aɪ/ (マジックe),long,,,,
string,/strɪŋ/,A2,名詞,both,i → /ɪ/,short,,,,
strongly,/ˈstrɔŋli/,A2,副詞,cefr,,,,,,
structure,/ˈstrʌktʃɚ/,A2,名詞,cefr,,,,,,
stuff,/stʌf/,A2,名詞,both,u → /ʌ/,short,,,,
style,/staɪl/,A2,名詞,both,y → /aɪ/,long,,,,
succeed,/səkˈsid/,A2,動詞,cefr,,,,,,
success,/səkˈsɛs/,A2,名詞,cefr,,,,,,
successfully,/səkˈsɛsfəli/,A2,副詞,cefr,,,,,,
such,/sʌtʃ/,A2,限定詞 / 代名詞,both,u → /ʌ/,short,,,,
sudden,/ˈsʌdən/,A2,形容詞,cefr,,,,,,
suggest,/səˈdʒɛst/,A2,動詞,cefr,,,,,,
suit,/sut/,A2,名詞 / 動詞,both,ui → /u/,team,,,,
suitable,/ˈsutəbəl/,A2,形容詞,cefr,,,,,,
suitcase,/ˈsutˌkeɪs/,A2,名詞,cefr,,,,,,
summary,/ˈsʌmɚi/,A2,名詞,cefr,,,,,,
sunflower,/ˈsʌnˌflaʊɚ/,A2,名詞,cefr,,,,,,
sunglasses,/ˈsʌnˌɡlæsɪz/,A2,名詞,cefr,,,,,,
sunlight,/ˈsʌnˌlaɪt/,A2,名詞,cefr,,,,,,
superlative,/sʊˈpɝlətɪv/,A2,名詞,cefr,,,,,,
superstar,/ˌsupɚˈstɑr/,A2,名詞,cefr,,,,,,
supper,/ˈsʌpɚ/,A2,名詞,cefr,,,,,,
support,/səˈpɔrt/,A2,名詞,cefr,,,,,,
surfing,/ˈsɝfɪŋ/,A2,名詞,cefr,,,,,,
surname,/ˈsɝˌneɪm/,A2,名詞,cefr,,,,,,
surprised,/sɚˈpraɪzd/,A2,形容詞,cefr,,,,,,
surprising,/sɚˈpraɪzɪŋ/,A2,形容詞,cefr,,,,,,
survive,/sɚˈvaɪv/,A2,動詞,cefr,,,,,,
swallow,/ˈswɑloʊ/,A2,動詞,cefr,,,,,,
sweat,/swɛt/,A2,動詞,both,ea → /ɛ/,team,,,,
sweater,/ˈswɛtɚ/,A2,名詞,cefr,,,,,,
sweetheart,/ˈswitˌhɑrt/,A2,名詞,cefr,,,,,,
swimsuit,/ˈswɪmˌsut/,A2,名詞,cefr,,,,,,
symbol,/ˈsɪmbəl/,A2,名詞,cefr,,,,,,
symphony,/ˈsɪmfəni/,A2,名詞,cefr,,,,,,
system,/ˈsɪstəm/,A2,名詞,cefr,,,,,,
tablespoon,/ˈteɪbəlˌspun/,A2,名詞,cefr,,,,,,
talent,/ˈtælənt/,A2,名詞,cefr,,,,,,
tap,/tæp/,A2,名詞,both,a → /æ/,short,,,,
tape,/teɪp/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
target,/ˈtɑrɡət/,A2,名詞,cefr,,,,,,
task,/tæsk/,A2,名詞,both,a → /æ/,short,,,,
tear,/tɛr/,A2,名詞,both,ear → /ɛr/,r,,,,
teenage,/ˈtiˌneɪdʒ/,A2,形容詞,cefr,,,,,,
teenager,/ˈtiˌneɪdʒɚ/,A2,名詞,cefr,,,,,,
temperature,/ˈtɛmprətʃɚ/,A2,名詞,cefr,,,,,,
terrify,/ˈtɛrəˌfaɪ/,A2,動詞,cefr,,,,,,
terrorist,/ˈtɛrɚɪst/,A2,形容詞,cefr,,,,,,
text,/tɛkst/,A2,名詞 / 動詞,both,e → /ɛ/,short,,,,
textbook,/ˈtɛkstˌbʊk/,A2,名詞,cefr,,,,,,
theirs,/ðɛrz/,A2,代名詞,cefr,,,,,,
themselves,/ðɛmˈsɛlvz/,A2,代名詞,cefr,,,,,,
therefore,/ˈðɛrˌfɔr/,A2,副詞,cefr,,,,,,
thief,/θif/,A2,名詞,both,ie → /i/,team,,,,
third,/θɝd/,A2,形容詞,both,ir → /ɝ/,r,,,,
thirsty,/ˈθɝsti/,A2,形容詞,cefr,,,,,,
though,/ðoʊ/,A2,接続詞,both,ough → /oʊ/,team,,,,
thought,/θɔt/,A2,名詞,both,ough → /ɔ/,team,,,,
thousand,/ˈθaʊzənd/,A2,数詞,cefr,,,,,,
thunderstorm,/ˈθʌndɚˌstɔrm/,A2,名詞,cefr,,,,,,
tidy,/ˈtaɪdi/,A2,形容詞 / 動詞,cefr,,,,,,
tie,/taɪ/,A2,名詞,both,ie → /aɪ/,team,,,,
tights,/taɪts/,A2,名詞,cefr,,,,,,
till,/tɪl/,A2,前置詞,both,i → /ɪ/,short,,,,
timetable,/ˈtaɪmˌteɪbəl/,A2,名詞,cefr,,,,,,
tip,/tɪp/,A2,名詞,both,i → /ɪ/,short,,,,
title,/ˈtaɪtəl/,A2,名詞,cefr,,,,,,
toast,/toʊst/,A2,名詞,both,oa → /oʊ/,team,,,,
toe,/toʊ/,A2,名詞,both,oe → /oʊ/,team,,,,
tone,/toʊn/,A2,名詞,both,o_e → /oʊ/ (マジックe),long,,,,
toothbrush,/ˈtuθbrəʃ/,A2,名詞,cefr,,,,,,
tour,/tʊr/,A2,名詞,both,ou → /ʊ/,team,,,,
tourist,/ˈtʊrəst/,A2,名詞,cefr,,,,,,
track,/træk/,A2,名詞,both,a → /æ/,short,,,,
trade,/treɪd/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
tradition,/trəˈdɪʃən/,A2,名詞,cefr,,,,,,
traditional,/trəˈdɪʃənəl/,A2,形容詞,cefr,,,,,,
traffic,/ˈtræfɪk/,A2,名詞,cefr,,,,,,
training,/ˈtreɪnɪŋ/,A2,名詞,cefr,,,,,,
tram,/træm/,A2,名詞,both,a → /æ/,short,,,,
trap,/træp/,A2,名詞,both,a → /æ/,short,,,,
treasure,/ˈtrɛʒɚ/,A2,名詞,cefr,,,,,,
trick,/trɪk/,A2,名詞,both,i → /ɪ/,short,,,,
trouble,/ˈtrʌbəl/,A2,名詞,cefr,,,,,,
truly,/ˈtruli/,A2,副詞,cefr,,,,,,
trust,/trʌst/,A2,動詞,both,u → /ʌ/,short,,,,
truth,/truθ/,A2,名詞,both,u → /u/,long,,,,
tune,/tun/,A2,名詞,both,u_e → /u/ (マジックe),long,,,,
twice,/twaɪs/,A2,副詞,both,i → /aɪ/,long,,,,
uncertain,/ənˈsɝtən/,A2,形容詞,cefr,,,,,,
uncomfortable,/ənˈkʌmfɚtəbəl/,A2,形容詞,cefr,,,,,,
understand,/ˌʌndɚˈstænd/,A2,動詞,cefr,,,,,,
underwater,/ˈʌndɚˌwɔtɚ/,A2,形容詞,cefr,,,,,,
uneasy,/əˈnizi/,A2,形容詞,cefr,,,,,,
unfair,/ənˈfɛr/,A2,形容詞,cefr,,,,,,
unforgettable,/ˌʌnfɚˈɡɛtəbəl/,A2,形容詞,cefr,,,,,,
unfortunately,/ənˈfɔrtʃənətli/,A2,副詞,cefr,,,,,,
unhappy,/ənˈhæpi/,A2,形容詞,cefr,,,,,,
unhealthy,/ənˈhɛlθi/,A2,形容詞,cefr,,,,,,
uniform,/ˈjunəˌfɔrm/,A2,形容詞 / 名詞,cefr,,,,,,
unimportant,/ənɪmˈpɔrtənt/,A2,形容詞,cefr,,,,,,
unit,/ˈjunət/,A2,名詞,cefr,,,,,,
university,/ˌjunəˈvɝsəti/,A2,名詞,cefr,,,,,,
unknown,/ənˈnoʊn/,A2,形容詞,cefr,,,,,,
unlike,/ənˈlaɪk/,A2,形容詞,cefr,,,,,,
unnecessary,/ənˈnɛsəˌsɛri/,A2,形容詞,cefr,,,,,,
unpleasant,/ənˈplɛzənt/,A2,形容詞,cefr,,,,,,
unusual,/ənˈjuˌʒuəl/,A2,形容詞,cefr,,,,,,
upon,/əˈpɑn/,A2,前置詞,cefr,,,,,,
upset,/əpˈsɛt/,A2,形容詞,cefr,,,,,,
upstairs,/əpˈstɛrz/,A2,副詞,cefr,,,,,,
used,/juzd/,A2,形容詞,cefr,,,,,,
useful,/ˈjusfəl/,A2,形容詞,cefr,,,,,,
usual,/ˈjuʒəwəl/,A2,形容詞,cefr,,,,,,
valley,/ˈvæli/,A2,名詞,cefr,,,,,,
value,/ˈvælju/,A2,名詞,cefr,,,,,,
verb,/vɝb/,A2,名詞,both,er → /ɝ/,r,,,,
view,/vju/,A2,名詞,cefr,,,,,,
village,/ˈvɪlədʒ/,A2,名詞,cefr,,,,,,
violent,/ˈvaɪələnt/,A2,形容詞,cefr,,,,,,
violin,/vaɪəˈlɪn/,A2,名詞,cefr,,,,,,
visitor,/ˈvɪzɪtɚ/,A2,名詞,cefr,,,,,,
vocabulary,/voʊˈkæbjəˌlɛri/,A2,名詞,cefr,,,,,,
voice,/vɔɪs/,A2,名詞,both,oi → /ɔɪ/,team,,,,
walking,/ˈwɔkɪŋ/,A2,名詞,cefr,,,,,,
wallet,/ˈwɔlət/,A2,名詞,cefr,,,,,,
wander,/ˈwɑndɚ/,A2,動詞,cefr,,,,,,
wave,/weɪv/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
weak,/wik/,A2,形容詞,both,ea → /i/,team,,,,
wealth,/wɛlθ/,A2,名詞,both,ea → /ɛ/,team,,,,
web,/wɛb/,A2,名詞,both,e → /ɛ/,short,,,,
website,/ˈwɛbˌsaɪt/,A2,名詞,cefr,,,,,,
wedding,/ˈwɛdɪŋ/,A2,名詞,cefr,,,,,,
weekday,/ˈwikˌdeɪ/,A2,名詞,cefr,,,,,,
weekly,/ˈwikli/,A2,形容詞 / 副詞,cefr,,,,,,
weep,/wip/,A2,名詞,both,ee → /i/,team,,,,
weigh,/weɪ/,A2,動詞,both,eigh → /eɪ/,team,,,,
weight,/weɪt/,A2,名詞,both,eigh → /eɪ/,team,,,,
west,/wɛst/,A2,形容詞 / 副詞 / 名詞,both,e → /ɛ/,short,,,,
wet,/wɛt/,A2,形容詞,both,e → /ɛ/,short,,,,
whatever,/ˌwʌˈtɛvɚ/,A2,限定詞,cefr,,,,,,
wheelchair,/ˈwilˌtʃɛr/,A2,名詞,cefr,,,,,,
while,/waɪl/,A2,接続詞,both,i_e → /aɪ/ (マジックe),long,,,,
whole,/hoʊl/,A2,形容詞,both,o_e → /oʊ/ (マジックe),long,,,,
whom,/hum/,A2,代名詞,both,o → /u/,long,,,,
wide,/waɪd/,A2,形容詞 / 副詞,both,i_e → /aɪ/ (マジックe),long,,,,
widely,/ˈwaɪdli/,A2,副詞,cefr,,,,,,
wild,/waɪld/,A2,形容詞,both,i → /aɪ/,long,,,,
windy,/ˈwɪndi/,A2,形容詞,cefr,,,,,,
wine,/waɪn/,A2,名詞,both,i_e → /aɪ/ (マジックe),long,,,,
winner,/ˈwɪnɚ/,A2,名詞,cefr,,,,,,
wisdom,/ˈwɪzdəm/,A2,名詞,cefr,,,,,,
wise,/waɪz/,A2,形容詞,both,i → /aɪ/,long,,,,
within,/wɪˈðɪn/,A2,前置詞,cefr,,,,,,
without,/wɪˈθaʊt/,A2,前置詞,cefr,,,,,,
wonder,/ˈwʌndɚ/,A2,動詞,cefr,,,,,,
wood,/wʊd/,A2,名詞,both,oo → /ʊ/,team,,,,
wooden,/ˈwʊdən/,A2,形容詞,cefr,,,,,,
wool,/wʊl/,A2,名詞,both,oo → /ʊ/,team,,,,
worldwide,/wɝlˈdwaɪd/,A2,副詞,cefr,,,,,,
worried,/ˈwɝid/,A2,形容詞,cefr,,,,,,
worse,/wɝs/,A2,形容詞 / 副詞,both,or → /ɝ/,r,,,,
worst,/wɝst/,A2,形容詞,both,or → /ɝ/,r,,,,
writing,/ˈraɪtɪŋ/,A2,名詞,cefr,,,,,,
yeah,/jæ/,A2,副詞,cefr,,,,,,
youth,/juθ/,A2,名詞,both,ou → /u/,team,,,,
zone,/zoʊn/,A2,名詞,both,o_e → /oʊ/ (マジックe),long,,,,
ache,/eɪk/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
ad,/æd/,B1,,phonics,a → /æ/,short,,,,
aid,/eɪd/,B1,,phonics,ai → /eɪ/,team,,,,
aim,/eɪm/,B1,,phonics,ai → /eɪ/,team,,,,
ant,/ænt/,B1,,phonics,a → /æ/,short,,,,
ape,/eɪp/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
bald,/bɔld/,B1,,phonics,a → /ɔ/,long,,,,
bang,/bæŋ/,B1,,phonics,a → /æ/,short,,,,
bare,/bɛr/,B1,,phonics,are → /ɛr/,r,,,,
bark,/bɑrk/,B1,,phonics,ar → /ɑr/,r,,,,
bathe,/beɪð/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
beard,/bɪrd/,B1,,phonics,ear → /ɪr/,r,,,,
beast,/bist/,B1,,phonics,ea → /i/,team,,,,
beat,/bit/,B1,,phonics,ea → /i/,team,,,,
bent,/bɛnt/,B1,,phonics,e → /ɛ/,short,,,,
bet,/bɛt/,B1,,phonics,e → /ɛ/,short,,,,
bin,/bɪn/,B1,,phonics,i → /ɪ/,short,,,,
bleed,/blid/,B1,,phonics,ee → /i/,team,,,,
blend,/blɛnd/,B1,,phonics,e → /ɛ/,short,,,,
bless,/blɛs/,B1,,phonics,e → /ɛ/,short,,,,
blind,/blaɪnd/,B1,,phonics,i → /aɪ/,long,,,,
blog,/blɔɡ/,B1,,phonics,o → /ɔ/,short,,,,
blush,/blʌʃ/,B1,,phonics,u → /ʌ/,short,,,,
boast,/boʊst/,B1,,phonics,oa → /oʊ/,team,,,,
bold,/boʊld/,B1,,phonics,o → /oʊ/,long,,,,
bomb,/bɑm/,B1,,phonics,o → /ɑ/,short,,,,
bond,/bɑnd/,B1,,phonics,o → /ɑ/,short,,,,
boom,/bum/,B1,,phonics,oo → /u/,team,,,,
boot,/but/,B1,,phonics,oo → /u/,team,,,,
bore,/bɔr/,B1,,phonics,ore → /ɔr/,r,,,,
bounce,/baʊns/,B1,,phonics,ou → /aʊ/,team,,,,
bound,/baʊnd/,B1,,phonics,ou → /aʊ/,team,,,,
bow,/baʊ/,B1,,phonics,ow → /aʊ/,team,,,,
brass,/bræs/,B1,,phonics,a → /æ/,short,,,,
breast,/brɛst/,B1,,phonics,ea → /ɛ/,team,,,,
breath,/brɛθ/,B1,,phonics,ea → /ɛ/,team,,,,
breed,/brid/,B1,,phonics,ee → /i/,team,,,,
brick,/brɪk/,B1,,phonics,i → /ɪ/,short,,,,
brief,/brif/,B1,,phonics,ie → /i/,team,,,,
bull,/bʊl/,B1,,phonics,u → /ʊ/,short,,,,
bump,/bʌmp/,B1,,phonics,u → /ʌ/,short,,,,
bunch,/bʌntʃ/,B1,,phonics,u → /ʌ/,short,,,,
burst,/bɝst/,B1,,phonics,ur → /ɝ/,r,,,,
bust,/bʌst/,B1,,phonics,u → /ʌ/,short,,,,
cage,/keɪdʒ/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
cave,/keɪv/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
cell,/sɛl/,B1,,phonics,e → /ɛ/,short,,,,
charge,/tʃɑrdʒ/,B1,,phonics,ar → /ɑr/,r,,,,
charm,/tʃɑrm/,B1,,phonics,ar → /ɑr/,r,,,,
chase,/tʃeɪs/,B1,,phonics,a → /eɪ/,long,,,,
chief,/tʃif/,B1,,phonics,ie → /i/,team,,,,
choke,/tʃoʊk/,B1,,phonics,o_e → /oʊ/ (マジックe),long,,,,
cliff,/klɪf/,B1,,phonics,i → /ɪ/,short,,,,
clip,/klɪp/,B1,,phonics,i → /ɪ/,short,,,,
coal,/koʊl/,B1,,phonics,oa → /oʊ/,team,,,,
cod,/kɑd/,B1,,phonics,o → /ɑ/,short,,,,
craft,/kræft/,B1,,phonics,a → /æ/,short,,,,
crash,/kræʃ/,B1,,phonics,a → /æ/,short,,,,
crop,/krɑp/,B1,,phonics,o → /ɑ/,short,,,,
crow,/kroʊ/,B1,,phonics,ow → /oʊ/,team,,,,
crush,/krʌʃ/,B1,,phonics,u → /ʌ/,short,,,,
cure,/kjʊr/,B1,,phonics,ure → /jʊr/,r,,,,
curve,/kɝv/,B1,,phonics,ur → /ɝ/,r,,,,
damp,/dæmp/,B1,,phonics,a → /æ/,short,,,,
dare,/dɛr/,B1,,phonics,are → /ɛr/,r,,,,
daze,/deɪz/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
deaf,/dɛf/,B1,,phonics,ea → /ɛ/,team,,,,
deed,/did/,B1,,phonics,ee → /i/,team,,,,
depth,/dɛpθ/,B1,,phonics,e → /ɛ/,short,,,,
dirt,/dɝt/,B1,,phonics,ir → /ɝ/,r,,,,
dive,/daɪv/,B1,,phonics,i_e → /aɪ/ (マジックe),long,,,,
doc,/dɑk/,B1,,phonics,o → /ɑ/,short,,,,
dot,/dɑt/,B1,,phonics,o → /ɑ/,short,,,,
doze,/doʊz/,B1,,phonics,o_e → /oʊ/ (マジックe),long,,,,
drag,/dræɡ/,B1,,phonics,a → /æ/,short,,,,
drown,/draʊn/,B1,,phonics,ow → /aʊ/,team,,,,
dude,/dud/,B1,,phonics,u_e → /u/ (マジックe),long,,,,
dull,/dʌl/,B1,,phonics,u → /ʌ/,short,,,,
dump,/dʌmp/,B1,,phonics,u → /ʌ/,short,,,,
edge,/ɛdʒ/,B1,,phonics,e → /ɛ/,short,,,,
fade,/feɪd/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
faint,/feɪnt/,B1,,phonics,ai → /eɪ/,team,,,,
fake,/feɪk/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
fax,/fæks/,B1,,phonics,a → /æ/,short,,,,
feast,/fist/,B1,,phonics,ea → /i/,team,,,,
fetch,/fɛtʃ/,B1,,phonics,e → /ɛ/,short,,,,
fifth,/fɪfθ/,B1,,phonics,i → /ɪ/,short,,,,
firm,/fɝm/,B1,,phonics,ir → /ɝ/,r,,,,
flash,/flæʃ/,B1,,phonics,a → /æ/,short,,,,
flock,/flɑk/,B1,,phonics,o → /ɑ/,short,,,,
flow,/floʊ/,B1,,phonics,ow → /oʊ/,team,,,,
flu,/flu/,B1,,phonics,u → /u/,long,,,,
flute,/flut/,B1,,phonics,u_e → /u/ (マジックe),long,,,,
fold,/foʊld/,B1,,phonics,o → /oʊ/,long,,,,
fond,/fɑnd/,B1,,phonics,o → /ɑ/,short,,,,
foot,/fʊt/,B1,,phonics,oo → /ʊ/,team,,,,
forth,/fɔrθ/,B1,,phonics,or → /ɔr/,r,,,,
fright,/fraɪt/,B1,,phonics,igh → /aɪ/,team,,,,
frost,/frɔst/,B1,,phonics,o → /ɔ/,short,,,,
fund,/fʌnd/,B1,,phonics,u → /ʌ/,short,,,,
fur,/fɝ/,B1,,phonics,ur → /ɝ/,r,,,,
fuss,/fʌs/,B1,,phonics,u → /ʌ/,short,,,,
gain,/ɡeɪn/,B1,,phonics,ai → /eɪ/,team,,,,
gall,/ɡɔl/,B1,,phonics,a → /ɔ/,long,,,,
gap,/ɡæp/,B1,,phonics,a → /æ/,short,,,,
gay,/ɡeɪ/,B1,,phonics,ay → /eɪ/,team,,,,
gee,/dʒi/,B1,,phonics,ee → /i/,team,,,,
gene,/dʒin/,B1,,phonics,e_e → /i/ (マジックe),long,,,,
glance,/ɡlæns/,B1,,phonics,a → /æ/,short,,,,
glide,/ɡlaɪd/,B1,,phonics,i_e → /aɪ/ (マジックe),long,,,,
glimpse,/ɡlɪmps/,B1,,phonics,i → /ɪ/,short,,,,
glint,/ɡlɪnt/,B1,,phonics,i → /ɪ/,short,,,,
gown,/ɡaʊn/,B1,,phonics,ow → /aʊ/,team,,,,
grab,/ɡræb/,B1,,phonics,a → /æ/,short,,,,
grant,/ɡrænt/,B1,,phonics,a → /æ/,short,,,,
graph,/ɡræf/,B1,,phonics,a → /æ/,short,,,,
grave,/ɡreɪv/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
grill,/ɡrɪl/,B1,,phonics,i → /ɪ/,short,,,,
groom,/ɡrum/,B1,,phonics,oo → /u/,team,,,,
growth,/ɡroʊθ/,B1,,phonics,ow → /oʊ/,team,,,,
guilt,/ɡɪlt/,B1,,phonics,ui → /ɪ/,team,,,,
gym,/dʒɪm/,B1,,phonics,y → /ɪ/,long,,,,
hang,/hæŋ/,B1,,phonics,a → /æ/,short,,,,
hatch,/hætʃ/,B1,,phonics,a → /æ/,short,,,,
haunt,/hɔnt/,B1,,phonics,au → /ɔ/,team,,,,
heal,/hil/,B1,,phonics,ea → /i/,team,,,,
heel,/hil/,B1,,phonics,ee → /i/,team,,,,
height,/haɪt/,B1,,phonics,igh → /aɪ/,team,,,,
herd,/hɝd/,B1,,phonics,er → /ɝ/,r,,,,
hip,/hɪp/,B1,,phonics,i → /ɪ/,short,,,,
hop,/hɑp/,B1,,phonics,o → /ɑ/,short,,,,
horn,/hɔrn/,B1,,phonics,or → /ɔr/,r,,,,
huge,/hjudʒ/,B1,,phonics,u_e → /ju/ (マジックe),long,,,,
hunt,/hʌnt/,B1,,phonics,u → /ʌ/,short,,,,
hut,/hʌt/,B1,,phonics,u → /ʌ/,short,,,,
jade,/dʒeɪd/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
jar,/dʒɑr/,B1,,phonics,ar → /ɑr/,r,,,,
jazz,/dʒæz/,B1,,phonics,a → /æ/,short,,,,
jog,/dʒɑɡ/,B1,,phonics,o → /ɑ/,short,,,,
joint,/dʒɔɪnt/,B1,,phonics,oi → /ɔɪ/,team,,,,
jug,/dʒʌɡ/,B1,,phonics,u → /ʌ/,short,,,,
knit,/nɪt/,B1,,phonics,i → /ɪ/,short,,,,
lab,/læb/,B1,,phonics,a → /æ/,short,,,,
lamb,/læm/,B1,,phonics,a → /æ/,short,,,,
launch,/lɔntʃ/,B1,,phonics,au → /ɔ/,team,,,,
lay,/leɪ/,B1,,phonics,ay → /eɪ/,team,,,,
lean,/lin/,B1,,phonics,ea → /i/,team,,,,
leap,/lip/,B1,,phonics,ea → /i/,team,,,,
lift,/lɪft/,B1,,phonics,i → /ɪ/,short,,,,
limp,/lɪmp/,B1,,phonics,i → /ɪ/,short,,,,
loaf,/loʊf/,B1,,phonics,oa → /oʊ/,team,,,,
lodge,/lɑdʒ/,B1,,phonics,o → /ɑ/,short,,,,
log,/lɔɡ/,B1,,phonics,o → /ɔ/,short,,,,
loss,/lɔs/,B1,,phonics,o → /ɔ/,short,,,,
loud,/laʊd/,B1,,phonics,ou → /aʊ/,team,,,,
lung,/lʌŋ/,B1,,phonics,u → /ʌ/,short,,,,
main,/meɪn/,B1,,phonics,ai → /eɪ/,team,,,,
mash,/mæʃ/,B1,,phonics,a → /æ/,short,,,,
mass,/mæs/,B1,,phonics,a → /æ/,short,,,,
melt,/mɛlt/,B1,,phonics,e → /ɛ/,short,,,,
mend,/mɛnd/,B1,,phonics,e → /ɛ/,short,,,,
mere,/mɪr/,B1,,phonics,ere → /ɪr/,r,,,,
mess,/mɛs/,B1,,phonics,e → /ɛ/,short,,,,
mild,/maɪld/,B1,,phonics,i → /aɪ/,long,,,,
mile,/maɪl/,B1,,phonics,i_e → /aɪ/ (マジックe),long,,,,
moss,/mɔs/,B1,,phonics,o → /ɔ/,short,,,,
mount,/maʊnt/,B1,,phonics,ou → /aʊ/,team,,,,
mourn,/mɔrn/,B1,,phonics,our → /ɔr/,r,,,,
mud,/mʌd/,B1,,phonics,u → /ʌ/,short,,,,
mule,/mjul/,B1,,phonics,u_e → /ju/ (マジックe),long,,,,
myth,/mɪθ/,B1,,phonics,y → /ɪ/,long,,,,
nail,/neɪl/,B1,,phonics,ai → /eɪ/,team,,,,
nap,/næp/,B1,,phonics,a → /æ/,short,,,,
ness,/nɛs/,B1,,phonics,e → /ɛ/,short,,,,
niece,/nis/,B1,,phonics,ie → /i/,team,,,,
nod,/nɑd/,B1,,phonics,o → /ɑ/,short,,,,
nor,/nɔr/,B1,,phonics,or → /ɔr/,r,,,,
owe,/oʊ/,B1,,phonics,ow → /oʊ/,long,,,,
pace,/peɪs/,B1,,phonics,a → /eɪ/,long,,,,
paid,/peɪd/,B1,,phonics,ai → /eɪ/,team,,,,
pain,/peɪn/,B1,,phonics,ai → /eɪ/,team,,,,
pale,/peɪl/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
pause,/pɔz/,B1,,phonics,au → /ɔ/,team,,,,
per,/pɝ/,B1,,phonics,er → /ɝ/,r,,,,
phrase,/freɪz/,B1,,phonics,a → /eɪ/,long,,,,
pie,/paɪ/,B1,,phonics,ie → /aɪ/,team,,,,
pin,/pɪn/,B1,,phonics,i → /ɪ/,short,,,,
pipe,/paɪp/,B1,,phonics,i_e → /aɪ/ (マジックe),long,,,,
pit,/pɪt/,B1,,phonics,i → /ɪ/,short,,,,
plain,/pleɪn/,B1,,phonics,ai → /eɪ/,team,,,,
plug,/plʌɡ/,B1,,phonics,u → /ʌ/,short,,,,
pole,/poʊl/,B1,,phonics,o_e → /oʊ/ (マジックe),long,,,,
pond,/pɑnd/,B1,,phonics,o → /ɑ/,short,,,,
pork,/pɔrk/,B1,,phonics,or → /ɔr/,r,,,,
port,/pɔrt/,B1,,phonics,or → /ɔr/,r,,,,
pot,/pɑt/,B1,,phonics,o → /ɑ/,short,,,,
pound,/paʊnd/,B1,,phonics,ou → /aʊ/,team,,,,
praise,/preɪz/,B1,,phonics,ai → /eɪ/,team,,,,
press,/prɛs/,B1,,phonics,e → /ɛ/,short,,,,
